document_id,standard_id,standard_number,search_text
DOC-736CB0E3E051FCA6,MSV1-736CB0E3E051FCA6,IS/ISO 105-E06:2006,"Standard Number: IS/ISO 105-E06:2006
Title: Textiles – Tests for colour fastness Part E06 Colour fastness to spotting: Alkali
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-AA215A09B96C2246,MSV1-AA215A09B96C2246,IS/ISO 105-F04:2001,"Standard Number: IS/ISO 105-F04:2001
Title: Textiles – Tests for colour fastness Part F04 Specification for polyester adjacent fabric
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-97FDB6D1C77EAB44,MSV1-97FDB6D1C77EAB44,IS 16181:2014,"Standard Number: IS 16181:2014
Title: Statistical interpretation of data - Tests and confidence intervals relating to proportions
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-3D369754FD26F71A,MSV1-3D369754FD26F71A,IS 16177:2014,"Standard Number: IS 16177:2014
Title: Linear calibration using reference materials
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-E720BCA2E40FCF25,MSV1-E720BCA2E40FCF25,IS 10322 (Part 1):2014,"Standard Number: IS 10322 (Part 1):2014
Title: Luminaires: Part 1 general requirements and tests (First Revision)
Type: Product Specification
Degree of Equivalence: Modified/Technically Equivalent"
DOC-93F5AFFE645CAF1D,MSV1-93F5AFFE645CAF1D,IS 13599:2014,"Standard Number: IS 13599:2014
Title: Automotive vehicles - Instrument systems - Temperature gauges - Electrical andElectronic type - Specification (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-9750BAC01730AB23,MSV1-9750BAC01730AB23,IS 302 (Part 2/Sec 25):2014,"Standard Number: IS 302 (Part 2/Sec 25):2014
Title: Safety of household and similar electrical appliances: Part 2 Particular requirements: Section 25 Microwave ovens
Type: Product Specification
Degree of Equivalence: Modified/Technically Equivalent"
DOC-825557F51DE16DB9,MSV1-825557F51DE16DB9,IS 1367 (Part 1):2014,"Standard Number: IS 1367 (Part 1):2014
Title: Technical supply conditions for threaded steel fasteners: Part 1 general requirements for bolts, screws, studs and nuts (Fourth Revision)
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-F546C4640E55F15A,MSV1-F546C4640E55F15A,IS 13708 (Part 2):2014,"Standard Number: IS 13708 (Part 2):2014
Title: Ships and marine technology - Marine radar reflectors: Part 2 active type (Second Revision)
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-2673A09D65A5F96F,MSV1-2673A09D65A5F96F,IS 14943 (Part 1):2014,"Standard Number: IS 14943 (Part 1):2014
Title: Financial Transaction Cards Originated Messages - Interchange Message Specifications Part 1 Message, Data Elements and Code Values
Type: Service Specification
Degree of Equivalence: Identical under dual numbering"
DOC-D0711031FC9462C3,MSV1-D0711031FC9462C3,IS 16135:2014,"Standard Number: IS 16135:2014
Title: Dry Lining and Partitioning Using Gypsum Plasterboard - Code of Practice
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-0F01708E5BD892D6,MSV1-0F01708E5BD892D6,IS 16183 (Part 3):2014,"Standard Number: IS 16183 (Part 3):2014
Title: Small craft - Hull construction and scantlings: Part 3 materials : steel, aluminium alloys, wood, other materials
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-6FA3F4812FC92B9A,MSV1-6FA3F4812FC92B9A,IS 16195:2014,"Standard Number: IS 16195:2014
Title: Milk, milk products and infant formulae - Guidelines for the quantitative determination of melamine and cyanuric acid by LC - MS/MS
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-43E351C9EA66B46E,MSV1-43E351C9EA66B46E,IS/ISO 15531 (Part 43):2006,"Standard Number: IS/ISO 15531 (Part 43):2006
Title: Industrial Automation Systems and Integration Industrial Manufacturing Management Data Part 43 Manufacturing Flow Management Data : Data Model for Flow Monitoring and Manufacturing Data Exchange
Type: Others
Degree of Equivalence: Identical under single numbering"
DOC-5E84A687A08D8A22,MSV1-5E84A687A08D8A22,IS 1062:2014,"Standard Number: IS 1062:2014
Title: Road vehicles - Spark - Plugs - Test methods and requirements (Third Revision)
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-FCFA66DD4A22EC9F,MSV1-FCFA66DD4A22EC9F,IS/ISO 5364:2008,"Standard Number: IS/ISO 5364:2008
Title: Anaesthetic and respiratory equipment - Oropharyngeal airways
Type: Product Specification
Degree of Equivalence: Identical under single numbering"
DOC-9AD48FF44EA80E2A,MSV1-9AD48FF44EA80E2A,IS 12592:2002,"Standard Number: IS 12592:2002
Title: Precast concrete manhole cover and frame - Specification (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-94A4B69C1931C8CB,MSV1-94A4B69C1931C8CB,IS 13997:2014,"Standard Number: IS 13997:2014
Title: Drums, large open top -- Specification (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-85A225AA1DEF24AB,MSV1-85A225AA1DEF24AB,IS 1783 (Part 2):2014,"Standard Number: IS 1783 (Part 2):2014
Title: Drums large, fixed ends -- Specification: Part 2 Grade B drums (Fourth Revision)
Type: Product Specification
Degree of Equivalence: Not Equivalent"
DOC-BA1EB336BCF47C09,MSV1-BA1EB336BCF47C09,IS 2370:2014,"Standard Number: IS 2370:2014
Title: Walk - In cold rooms - Specification (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-330E00C55824143F,MSV1-330E00C55824143F,IS 2753 (Part 2):2014,"Standard Number: IS 2753 (Part 2):2014
Title: Methods for Estimation of Preservatives in Treated Timber and in Treating Solutions: Part 2 Determination of Copper (in copper Organic Preservative Salt)
Type: Methods of Tests
Degree of Equivalence: -"
DOC-B071F87E722760ED,MSV1-B071F87E722760ED,IS 302 (Part 2/Sec 26):2014,"Standard Number: IS 302 (Part 2/Sec 26):2014
Title: Safety of household and similar electrical appliances: Part 2 particular requirements: Sec 26 clocks (First Revision)
Type: Safety Standard
Degree of Equivalence: Modified/Technically Equivalent"
DOC-9DC0950E0346985E,MSV1-9DC0950E0346985E,IS 368:2014,"Standard Number: IS 368:2014
Title: Electric immersion water heaters - Specification (Fifth Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-029E0E41F28A99D8,MSV1-029E0E41F28A99D8,IS 4169:2014,"Standard Number: IS 4169:2014
Title: Metallic materials - Calibration of force proving instruments used for the verification of uniaxial testing machines (Second Revision)
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-3A3BDF661E54BFF0,MSV1-3A3BDF661E54BFF0,IS 6006:2014,"Standard Number: IS 6006:2014
Title: Uncoated Stress Relieved Strand for Prestressed Concrete - Specification (Second Revision)
Type: Product Specification
Degree of Equivalence: Not Equivalent"
DOC-C8006594F67AD331,MSV1-C8006594F67AD331,IS 16175:2014,"Standard Number: IS 16175:2014
Title: Periodic inspection and requalification - Liquefied petroleum gas (LPG) cylinders for automotive use - Code of practice
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-ED4EC12E857A70C7,MSV1-ED4EC12E857A70C7,IS 16176:2014,"Standard Number: IS 16176:2014
Title: Ratchet pipe threader for taper pipe threads (R - Series) -- Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-F69DE3479BBD179E,MSV1-F69DE3479BBD179E,IS 16182:2014,"Standard Number: IS 16182:2014
Title: Magnetics in char from coal based sponge iron (DRI) - Methods of determination
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-9D70B545D193B3E3,MSV1-9D70B545D193B3E3,IS 16185:2014,"Standard Number: IS 16185:2014
Title: Periodic inspection and testing - Welded carbon steel gas cylinders - Code of practice
Type: Code of Practice
Degree of Equivalence: Not Equivalent"
DOC-B63C9B762EF285AF,MSV1-B63C9B762EF285AF,IS 16144:2014,"Standard Number: IS 16144:2014
Title: Foodgrain storage godowns - Code of practice
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-6566E0C3471C8812,MSV1-6566E0C3471C8812,IS 16146:2014,"Standard Number: IS 16146:2014
Title: Aluminium lake of sunset yellow, FCF, food grade - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-C80C2B3F3161A602,MSV1-C80C2B3F3161A602,IS 16154:2014,"Standard Number: IS 16154:2014
Title: Water soluble film - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-0BFD941611896A0A,MSV1-0BFD941611896A0A,IS 16170 (Part 1):2014,"Standard Number: IS 16170 (Part 1):2014
Title: Photovoltaic (PV) Module Performance Testing and Energy Rating Part 1 Irradiance and Temperature Performance Measurements and Power Rating
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-890C4837BAB6AB42,MSV1-890C4837BAB6AB42,IS 16186:2014,"Standard Number: IS 16186:2014
Title: Textiles - Light weight jute sacking bags for packing 50 kg foodgrains - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-421E0646D4BC81DD,MSV1-421E0646D4BC81DD,IS/IEC 60479 (Part 5):2007,"Standard Number: IS/IEC 60479 (Part 5):2007
Title: Effects of current on human beings and livestock: Part 5 touch voltage threshold values for physiological effects
Type: Safety Standard
Degree of Equivalence: Identical under single numbering"
DOC-2C5AAD48CBBC6C05,MSV1-2C5AAD48CBBC6C05,IS/ISO 12643 (Part 1):2009,"Standard Number: IS/ISO 12643 (Part 1):2009
Title: Graphic technology - Safety requirements for graphic technology equipment and systems: Part 1 general requirements
Type: Safety Standard
Degree of Equivalence: Identical under single numbering"
DOC-5E9DAA90A0AD181C,MSV1-5E9DAA90A0AD181C,IS/ISO 29701:2010,"Standard Number: IS/ISO 29701:2010
Title: Nanotechnologies - Endotoxin test on nanomaterial samples for in vitro systems - Limulus amebocyte lysate (Lal) test
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-D74820DB41B1649A,MSV1-D74820DB41B1649A,IS 16184:2014,"Standard Number: IS 16184:2014
Title: Technology management - Glossary of terms
Type: Terminology
Degree of Equivalence: Indigenous"
DOC-47E7761A704BF3F8,MSV1-47E7761A704BF3F8,IS 16187:2014,"Standard Number: IS 16187:2014
Title: Textiles - High density polyethylene (HDPE)/polypropylene (PP) leno woven sacks for packaging and storage of fruits and vegetables - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-79FE85AF9EE1507A,MSV1-79FE85AF9EE1507A,IS 14899:2014,"Standard Number: IS 14899:2014
Title: Liquefied petroleum gas (LPG) containers for automotive use - Specification (First Revision) Amendment - 1
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-0C73F0F93A25F4AE,MSV1-0C73F0F93A25F4AE,IS 8414:2014,"Standard Number: IS 8414:2014
Title: Guidelines for design of under seepage control measures for earth and rockfill dams (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-E6D93FC4B75B05AD,MSV1-E6D93FC4B75B05AD,IS 10980 (Part 3):2014,"Standard Number: IS 10980 (Part 3):2014
Title: Aerospace - MJ threads: Part 3 limit dimensions for fittings for fluid systems (First Revision)
Type: Dimensions
Degree of Equivalence: Identical under dual numbering"
DOC-1589A07A6F9E8140,MSV1-1589A07A6F9E8140,IS 12673 (Part 1):2014,"Standard Number: IS 12673 (Part 1):2014
Title: Textiles — Determination of the Abrasion Resistance of Fabrics by the Martindale Method Part 1 Martindale Abrasion Testing Apparatus (first revision)
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-1C2182BE0085A11F,MSV1-1C2182BE0085A11F,IS 12673 (Part 3):2014,"Standard Number: IS 12673 (Part 3):2014
Title: Textiles — Determination of the Abrasion Resistance of Fabrics by the Martindale Method Part 3 Determination of Mass Loss (first revision)
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-C1239A7F01546F14,MSV1-C1239A7F01546F14,IS 12673 (Part 4):2014,"Standard Number: IS 12673 (Part 4):2014
Title: Textiles — Determination of the Abrasion Resistance of Fabrics by the Martindale Method Part 4 Assessment of Appearance Change (first revision)
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-94500ABF26D6F837,MSV1-94500ABF26D6F837,IS 16147:2014,"Standard Number: IS 16147:2014
Title: Carrageenan, food grade - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-9BC68A51DAF57859,MSV1-9BC68A51DAF57859,IS 16148:2014,"Standard Number: IS 16148:2014
Title: Metal halide lamps - Performance specification
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-BBD91B28E5239659,MSV1-BBD91B28E5239659,IS 16166:2014,"Standard Number: IS 16166:2014
Title: Sample preparation for measurement of mercury level in fluorescent lamps
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-23052519C9A26045,MSV1-23052519C9A26045,IS 16171:2014,"Standard Number: IS 16171:2014
Title: Veneer laminated lumber - Specification
Type: Product Specification
Degree of Equivalence: Not Equivalent"
DOC-68CFD1E18BB57643,MSV1-68CFD1E18BB57643,IS 9549 (Part 1):2014,"Standard Number: IS 9549 (Part 1):2014
Title: Fasteners -- Bolts, screws and studs: Part 1 Split pin holes and wire holes (first revision)
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-118DD5524F63B6EB,MSV1-118DD5524F63B6EB,IS/ISO 105-E12:2010,"Standard Number: IS/ISO 105-E12:2010
Title: Textiles – Tests for colour fastness Part E12 Colour fastness to milling: Alkaline milling
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-DC5C9B0490E91BCB,MSV1-DC5C9B0490E91BCB,IS/ISO 105-E13:1994,"Standard Number: IS/ISO 105-E13:1994
Title: Textiles – Tests for colour fastness Part E13 Colour fastness to acid-felting: Severe
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-0E03D77A45E8109E,MSV1-0E03D77A45E8109E,IS/ISO 105-E16:2006,"Standard Number: IS/ISO 105-E16:2006
Title: Textiles – Tests for colour fastness Part E16 Colour fastness to water spotting on upholstery fabrics
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-E7E689C84F442BB4,MSV1-E7E689C84F442BB4,IS/ISO 13402:1995,"Standard Number: IS/ISO 13402:1995
Title: Surgical and dental hand instruments - Determination of resistance against autoclaving, corrosion and thermal exposure
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-2A0B5E10C3C9F83B,MSV1-2A0B5E10C3C9F83B,IS/ISO 14051:2011,"Standard Number: IS/ISO 14051:2011
Title: Environmental management - Life cycle assessment - Requirements and guidelines
Type: System Standard
Degree of Equivalence: Identical under single numbering"
DOC-B1B7ED75CA1BCC17,MSV1-B1B7ED75CA1BCC17,IS 14202 (Part 12):2014,"Standard Number: IS 14202 (Part 12):2014
Title: Identification cards - Integrated circuit cards: Part 12 cards with contacts - Usb electrical interface and operating procedures
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-E07F3996B3490DA6,MSV1-E07F3996B3490DA6,IS/IEC 60479 (Part 4):2004,"Standard Number: IS/IEC 60479 (Part 4):2004
Title: Effects of current on human beings and livestock: Part 4 effects of lightning strokes on human beings and livestock
Type: Code of Practice
Degree of Equivalence: Identical under single numbering"
DOC-31E07A73B47AA476,MSV1-31E07A73B47AA476,IS 13258:2014,"Standard Number: IS 13258:2014
Title: Welded low carbon steel cylinders exceeding 5 litre water capacity for low pressure liquefiable gas - Requirements for inspection and reconditioning of used lpg cylinders (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-25A583B4241EBABC,MSV1-25A583B4241EBABC,IS 16129:2014,"Standard Number: IS 16129:2014
Title: Set Top Box for Digital Terrestrial HDTV/SDTV Reception - Specificaiton
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-AEFD8B0D2D895E5A,MSV1-AEFD8B0D2D895E5A,IS 10386 (Part 5):2014,"Standard Number: IS 10386 (Part 5):2014
Title: Safety code for construction, operation and maintenance of river valley projects: Part 5 electrical aspects (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
